Date,Open,High,Low,Close,Adj Close,Volume
2016-05-09,44250.000000,44975.000000,43575.000000,44500.000000,40849.316406,1568500
2016-05-10,44450.000000,44500.000000,43325.000000,43925.000000,40321.480469,1304000
2016-05-11,44300.000000,44975.000000,43575.000000,44300.000000,40665.722656,515600
2016-05-12,44300.000000,44800.000000,44100.000000,44300.000000,40665.722656,448300
2016-05-13,44300.000000,44550.000000,43650.000000,44400.000000,40757.511719,1192300
2016-05-16,44200.000000,44200.000000,43000.000000,43050.000000,39518.269531,1415000
2016-05-17,43050.000000,43475.000000,43000.000000,43075.000000,39541.218750,1165700
2016-05-18,43075.000000,43600.000000,42700.000000,42950.000000,39426.468750,1836600
2016-05-19,43400.000000,43400.000000,42800.000000,42800.000000,39288.777344,1209600
2016-05-20,42800.000000,42800.000000,42525.000000,42550.000000,39059.281250,1037200
2016-05-23,42700.000000,43075.000000,42700.000000,42975.000000,39449.421875,839900
2016-05-24,43000.000000,43050.000000,42500.000000,42500.000000,39013.390625,736000
2016-05-25,42700.000000,44000.000000,42700.000000,43700.000000,40114.941406,1365600
2016-05-26,43500.000000,43675.000000,43025.000000,43675.000000,40091.996094,826200
2016-05-27,43650.000000,44000.000000,43100.000000,44000.000000,40390.335938,1013400
2016-05-30,43600.000000,43900.000000,43600.000000,43725.000000,40137.894531,585200
2016-05-31,43100.000000,43250.000000,43000.000000,43100.000000,39564.164063,3814700
2016-06-01,43100.000000,43550.000000,43100.000000,43550.000000,39977.250000,1389400
2016-06-02,43125.000000,43575.000000,43100.000000,43250.000000,39701.863281,942400
2016-06-03,43250.000000,43450.000000,43050.000000,43150.000000,39610.070313,1230300
2016-06-06,43300.000000,43525.000000,43050.000000,43200.000000,39655.960938,1725200
2016-06-07,43175.000000,43650.000000,43150.000000,43650.000000,40069.042969,1596300
2016-06-08,43400.000000,43800.000000,43250.000000,43800.000000,40206.738281,1608000
2016-06-09,43525.000000,43600.000000,43175.000000,43250.000000,39701.863281,1578500
2016-06-10,43200.000000,43250.000000,42975.000000,43000.000000,39472.371094,1187200
2016-06-13,42800.000000,43250.000000,42800.000000,43000.000000,39472.371094,528800
2016-06-14,42825.000000,43500.000000,42825.000000,43500.000000,39931.347656,978200
2016-06-15,43375.000000,43800.000000,43175.000000,43800.000000,40206.738281,593200
2016-06-16,43500.000000,43800.000000,43425.000000,43575.000000,40000.199219,1112900
2016-06-17,43525.000000,43600.000000,43175.000000,43575.000000,40000.199219,1522800
2016-06-20,43800.000000,43800.000000,43150.000000,43600.000000,40023.144531,927800
2016-06-21,43600.000000,43950.000000,43500.000000,43800.000000,40206.738281,2137700
2016-06-22,43200.000000,43575.000000,43200.000000,43400.000000,40228.984375,1228800
2016-06-23,43400.000000,43450.000000,42925.000000,43400.000000,40228.984375,1443000
2016-06-24,43125.000000,43500.000000,42950.000000,43500.000000,40321.675781,1481600
2016-06-27,43500.000000,43500.000000,42925.000000,43075.000000,39927.734375,1688900
2016-06-28,43025.000000,43675.000000,43000.000000,43600.000000,40414.371094,2251000
2016-06-29,43550.000000,45000.000000,43500.000000,45000.000000,41712.082031,2636600
2016-06-30,45000.000000,45600.000000,44500.000000,45075.000000,41781.597656,3044100
2016-07-01,45100.000000,45250.000000,43800.000000,43800.000000,40599.761719,2456400
2016-07-11,43800.000000,45000.000000,43800.000000,45000.000000,41712.082031,3228200
2016-07-12,45400.000000,45500.000000,43875.000000,44325.000000,41086.398438,2611000
2016-07-13,44950.000000,44950.000000,44025.000000,44950.000000,41665.738281,1650000
2016-07-14,44900.000000,44900.000000,44175.000000,44300.000000,41063.230469,2137900
2016-07-15,44300.000000,44975.000000,43750.000000,44500.000000,41248.617188,2367300
2016-07-18,44475.000000,44475.000000,43700.000000,43900.000000,40692.453125,2762800
2016-07-19,43800.000000,44300.000000,43800.000000,44150.000000,40924.187500,2059900
2016-07-20,44150.000000,44475.000000,43900.000000,44475.000000,41225.441406,1532900
2016-07-21,44300.000000,44650.000000,44000.000000,44400.000000,41155.917969,2788300
2016-07-22,44200.000000,44275.000000,43625.000000,44025.000000,40808.324219,1559100
2016-07-25,44075.000000,44700.000000,44075.000000,44700.000000,41434.007813,1554900
2016-07-26,44650.000000,45075.000000,44500.000000,44950.000000,41665.738281,1174500
2016-07-27,45375.000000,47000.000000,45300.000000,46600.000000,43195.179688,3566800
2016-07-28,46600.000000,47800.000000,46025.000000,47800.000000,44307.500000,1820400
2016-07-29,47025.000000,47750.000000,45050.000000,45050.000000,41758.429688,2716700
2016-08-01,45950.000000,46200.000000,44800.000000,45100.000000,41804.777344,3541300
2016-08-02,45200.000000,45975.000000,45200.000000,45400.000000,42082.855469,1661700
2016-08-03,45850.000000,45925.000000,45250.000000,45450.000000,42129.207031,2247200
2016-08-04,45850.000000,45950.000000,45300.000000,45850.000000,42499.976563,1544500
2016-08-05,45850.000000,45925.000000,45325.000000,45600.000000,42268.242188,1391500
2016-08-08,45400.000000,45850.000000,44600.000000,45000.000000,41712.082031,2690900
2016-08-09,45225.000000,45800.000000,45150.000000,45600.000000,42268.242188,2385400
2016-08-10,45775.000000,45775.000000,45000.000000,45575.000000,42245.070313,1853200
2016-08-11,45550.000000,46950.000000,45175.000000,45950.000000,42592.671875,2525200
2016-08-12,45900.000000,46250.000000,45375.000000,45375.000000,42059.687500,1796200
2016-08-15,45400.000000,45600.000000,44650.000000,44750.000000,41480.343750,1561100
2016-08-16,45000.000000,45375.000000,44850.000000,45350.000000,42036.515625,1394600
2016-08-18,45325.000000,45700.000000,45075.000000,45575.000000,42245.070313,2194500
2016-08-19,45300.000000,45675.000000,45125.000000,45275.000000,41966.988281,1401000
2016-08-22,45100.000000,45575.000000,45025.000000,45325.000000,42013.332031,1295400
2016-08-23,45525.000000,45525.000000,45050.000000,45500.000000,42175.546875,1874100
2016-08-24,45500.000000,45500.000000,44975.000000,45100.000000,41804.777344,1619700
2016-08-25,45050.000000,45900.000000,45050.000000,45900.000000,42546.328125,2992700
2016-08-26,45900.000000,46400.000000,45825.000000,46400.000000,43009.796875,1789800
2016-08-29,46000.000000,46075.000000,45225.000000,45450.000000,42129.207031,1968400
2016-08-30,45450.000000,45525.000000,44950.000000,45100.000000,41804.777344,1841800
2016-08-31,45400.000000,45650.000000,45100.000000,45650.000000,42314.585938,2809900
2016-09-01,45100.000000,45350.000000,45100.000000,45250.000000,41943.820313,1298000
2016-09-02,45325.000000,45650.000000,45250.000000,45650.000000,42314.585938,1014000
2016-09-05,45650.000000,45700.000000,44825.000000,45075.000000,41781.597656,860100
2016-09-06,45200.000000,45475.000000,44925.000000,45300.000000,41990.164063,1363300
2016-09-07,45400.000000,46000.000000,45125.000000,45850.000000,42499.976563,1913900
2016-09-08,45900.000000,46000.000000,45450.000000,45750.000000,42407.285156,1495100
2016-09-09,45400.000000,45400.000000,44600.000000,44725.000000,41457.175781,1533300
2016-09-13,45000.000000,45025.000000,44500.000000,44750.000000,41480.343750,1222500
2016-09-14,44500.000000,44500.000000,44000.000000,44150.000000,40924.187500,1827400
2016-09-15,44200.000000,44900.000000,44025.000000,44425.000000,41179.089844,2584700
2016-09-16,44950.000000,44975.000000,44100.000000,44300.000000,41063.230469,3473400
2016-09-19,44300.000000,44750.000000,44275.000000,44350.000000,41109.578125,1052200
2016-09-20,44500.000000,44675.000000,44375.000000,44500.000000,41248.617188,2174800
2016-09-21,44350.000000,44975.000000,44350.000000,44975.000000,41688.906250,1431600
2016-09-22,45300.000000,45300.000000,44300.000000,44800.000000,41526.695313,1708700
2016-09-23,45550.000000,45550.000000,44025.000000,45550.000000,42221.894531,2748600
2016-09-26,45100.000000,45125.000000,44500.000000,44850.000000,41573.039063,1778000
2016-09-27,44925.000000,45425.000000,44100.000000,45425.000000,42106.035156,1937100
2016-09-28,45425.000000,45850.000000,45125.000000,45450.000000,42129.207031,1702700
2016-09-29,46000.000000,46000.000000,45150.000000,45700.000000,42360.933594,1309500
2016-09-30,45000.000000,45450.000000,44400.000000,44550.000000,41294.957031,3236400
2016-10-03,44550.000000,45200.000000,44550.000000,45200.000000,41897.468750,1522700
2016-10-04,45200.000000,45325.000000,44700.000000,45050.000000,41758.429688,1744300
2016-10-05,45000.000000,45000.000000,44525.000000,44825.000000,41549.871094,1362300
2016-10-06,44975.000000,45200.000000,44550.000000,45175.000000,41874.296875,884600
2016-10-07,44525.000000,45075.000000,44450.000000,44500.000000,41248.617188,1408500
2016-10-10,44450.000000,44750.000000,44200.000000,44600.000000,41341.308594,766700
2016-10-11,44325.000000,45250.000000,44300.000000,45250.000000,41943.820313,1984400
2016-10-12,45250.000000,45250.000000,44525.000000,45000.000000,41712.082031,1672400
2016-10-13,44525.000000,44800.000000,44375.000000,44500.000000,41248.617188,2241000
2016-10-14,44500.000000,45050.000000,44375.000000,45000.000000,41712.082031,1767500
2016-10-17,44500.000000,44725.000000,44350.000000,44725.000000,41457.175781,1746100
2016-10-18,44600.000000,44750.000000,44400.000000,44475.000000,41225.441406,1186100
2016-10-19,44400.000000,44450.000000,44200.000000,44325.000000,41086.398438,1958700
2016-10-20,44200.000000,44425.000000,44100.000000,44300.000000,41063.230469,1544800
2016-10-21,44200.000000,44425.000000,44125.000000,44150.000000,40924.187500,1915900
2016-10-24,44275.000000,44600.000000,44225.000000,44400.000000,41155.917969,1296300
2016-10-25,44400.000000,44600.000000,44400.000000,44425.000000,41179.089844,674400
2016-10-26,44150.000000,44525.000000,44150.000000,44500.000000,41248.617188,5876100
2016-10-27,44450.000000,44450.000000,44250.000000,44425.000000,41179.089844,1948100
2016-10-28,44350.000000,44675.000000,44350.000000,44525.000000,41271.789063,759900
2016-10-31,44600.000000,44600.000000,44225.000000,44475.000000,41225.441406,3300000
2016-11-01,44550.000000,44550.000000,44350.000000,44450.000000,41202.269531,1572100
2016-11-02,44425.000000,44475.000000,44250.000000,44425.000000,41179.089844,916000
2016-11-03,44300.000000,44500.000000,44175.000000,44175.000000,40947.359375,2060900
2016-11-04,44100.000000,44150.000000,43850.000000,43975.000000,40761.972656,1780100
2016-11-07,44275.000000,44275.000000,43800.000000,44000.000000,40785.152344,1536000
2016-11-08,44100.000000,44500.000000,44025.000000,44375.000000,41132.750000,977500
2016-11-09,44500.000000,44500.000000,44075.000000,44375.000000,41132.750000,854500
2016-11-10,44475.000000,44500.000000,43700.000000,43700.000000,40507.066406,1331600
2016-11-11,43700.000000,43700.000000,41000.000000,41000.000000,38004.347656,5188700
2016-11-14,41100.000000,41300.000000,39775.000000,41000.000000,38004.347656,4077000
2016-11-15,41000.000000,41100.000000,40700.000000,40975.000000,37981.164063,4911400
2016-11-16,41500.000000,41850.000000,41100.000000,41100.000000,38097.039063,2157800
2016-11-17,41350.000000,41400.000000,40000.000000,40500.000000,37540.875000,2550700
2016-11-18,40200.000000,40250.000000,39600.000000,40250.000000,37309.136719,1909300
2016-11-21,40025.000000,40150.000000,39800.000000,40000.000000,37077.402344,1630600
2016-11-22,40100.000000,40250.000000,39800.000000,39800.000000,36892.019531,1732300
2016-11-23,39800.000000,40600.000000,39775.000000,40450.000000,37494.527344,2637700
2016-11-24,40450.000000,40450.000000,40000.000000,40100.000000,37170.101563,1057900
2016-11-25,40100.000000,40225.000000,39975.000000,40200.000000,37262.789063,625600
2016-11-28,40000.000000,40150.000000,39800.000000,40100.000000,37170.101563,1239200
2016-11-29,39950.000000,40950.000000,39925.000000,40625.000000,37656.742188,1192100
2016-11-30,40625.000000,41000.000000,40525.000000,40525.000000,37564.042969,3339800
2016-12-01,40900.000000,42100.000000,40625.000000,41925.000000,38861.761719,1786100
2016-12-02,42000.000000,42400.000000,41350.000000,42400.000000,39302.054688,1226500
2016-12-05,42400.000000,42425.000000,41825.000000,42225.000000,39139.832031,2161200
2016-12-06,42000.000000,42150.000000,41550.000000,41800.000000,39093.074219,2006800
2016-12-07,41950.000000,41975.000000,41250.000000,41325.000000,38648.835938,2337400
2016-12-08,41250.000000,41650.000000,41250.000000,41450.000000,38765.738281,1932300
2016-12-09,41250.000000,41450.000000,41075.000000,41450.000000,38765.738281,1486000
2016-12-13,41450.000000,41450.000000,40500.000000,40725.000000,38087.691406,2439500
2016-12-14,41000.000000,41000.000000,40000.000000,40050.000000,37456.402344,2551800
2016-12-15,40050.000000,40450.000000,39950.000000,40150.000000,37549.925781,2267000
2016-12-16,40700.000000,40700.000000,39975.000000,39975.000000,37386.261719,3870900
2016-12-19,39975.000000,40000.000000,39750.000000,39850.000000,37269.359375,3117800
2016-12-20,39825.000000,39925.000000,39625.000000,39650.000000,37082.312500,3035800
2016-12-21,39600.000000,40075.000000,38500.000000,38500.000000,36006.781250,2583500
2016-12-22,38500.000000,38500.000000,37950.000000,37975.000000,35515.777344,2218100
2016-12-23,37850.000000,38050.000000,37825.000000,37875.000000,35422.253906,2355800
2016-12-27,37875.000000,38625.000000,37875.000000,38200.000000,35726.203125,1678400
2016-12-28,38700.000000,39775.000000,38700.000000,39300.000000,36754.968750,1848500
2016-12-29,39400.000000,40200.000000,39400.000000,40000.000000,37409.636719,3818500
2016-12-30,40000.000000,40400.000000,38700.000000,38800.000000,36287.359375,2221400
2017-01-02,38800.000000,38800.000000,38800.000000,38800.000000,36287.359375,0
2017-01-03,39000.000000,39200.000000,38800.000000,38825.000000,36310.734375,1002900
2017-01-04,38850.000000,40350.000000,38850.000000,40200.000000,37596.683594,2128400
2017-01-05,40500.000000,40550.000000,40025.000000,40550.000000,37924.027344,2098700
2017-01-06,40300.000000,40950.000000,39825.000000,40600.000000,37970.785156,1080100
2017-01-09,40600.000000,40750.000000,40050.000000,40150.000000,37549.925781,2854100
2017-01-10,40650.000000,40650.000000,39700.000000,40100.000000,37503.164063,1907200
2017-01-11,40500.000000,40500.000000,39725.000000,39975.000000,37386.261719,2161500
2017-01-12,39975.000000,40050.000000,39850.000000,39950.000000,37362.878906,3786700
2017-01-13,40150.000000,40200.000000,39600.000000,39600.000000,37035.542969,3254900
2017-01-16,39600.000000,39850.000000,39500.000000,39625.000000,37058.925781,2820500
2017-01-17,39500.000000,39850.000000,39400.000000,39625.000000,37058.925781,1038800
2017-01-18,39850.000000,40900.000000,39450.000000,40900.000000,38251.359375,1709400
2017-01-19,40900.000000,40900.000000,40300.000000,40400.000000,37783.738281,2282200
2017-01-20,40200.000000,40500.000000,39800.000000,40500.000000,37877.261719,961300
2017-01-23,40050.000000,41200.000000,39575.000000,41200.000000,38531.929688,995700
2017-01-24,41175.000000,42000.000000,40450.000000,42000.000000,39280.125000,1548800
2017-01-25,42000.000000,42000.000000,41600.000000,41900.000000,39186.593750,888200
2017-01-26,41900.000000,42000.000000,41025.000000,41800.000000,39093.074219,912900
2017-01-27,41500.000000,41875.000000,41000.000000,41700.000000,38999.546875,1336100
2017-01-30,41300.000000,41750.000000,41050.000000,41325.000000,38648.835938,787500
2017-01-31,41200.000000,41600.000000,41100.000000,41200.000000,38531.929688,1059500
2017-02-01,41725.000000,41725.000000,41100.000000,41275.000000,38602.074219,1096000
2017-02-02,41275.000000,41550.000000,41125.000000,41550.000000,38859.265625,1679200
2017-02-03,41250.000000,42000.000000,41250.000000,42000.000000,39280.125000,1570900
2017-02-06,41350.000000,41850.000000,41275.000000,41700.000000,38999.546875,2081200
2017-02-07,41400.000000,41725.000000,41400.000000,41725.000000,39022.933594,1531700
2017-02-08,41700.000000,41775.000000,41475.000000,41725.000000,39022.933594,2760400
2017-02-09,41700.000000,42100.000000,41550.000000,41825.000000,39116.453125,2099200
2017-02-10,41925.000000,42900.000000,41875.000000,42600.000000,39841.265625,2286900
2017-02-13,42675.000000,42875.000000,42350.000000,42425.000000,39677.593750,1406600
2017-02-14,42400.000000,42750.000000,42200.000000,42425.000000,39677.593750,1277300
2017-02-15,42425.000000,42425.000000,42425.000000,42425.000000,39677.593750,0
2017-02-16,42800.000000,42800.000000,42500.000000,42600.000000,39841.265625,1052300
2017-02-17,42725.000000,42750.000000,42500.000000,42600.000000,39841.265625,1102000
2017-02-20,42850.000000,42900.000000,42050.000000,42100.000000,39373.648438,535800
2017-02-21,42350.000000,42775.000000,42275.000000,42750.000000,39981.550781,705300
2017-02-22,42900.000000,42900.000000,42250.000000,42875.000000,40098.457031,742800
2017-02-23,42700.000000,42700.000000,42175.000000,42250.000000,39513.933594,713800
2017-02-24,42100.000000,42550.000000,42075.000000,42250.000000,39513.933594,752700
2017-02-27,42300.000000,42825.000000,42125.000000,42250.000000,39513.933594,848100
2017-02-28,42600.000000,42600.000000,42125.000000,42175.000000,39443.792969,1724500
2017-03-01,42100.000000,42350.000000,41900.000000,42175.000000,39443.792969,1514000
2017-03-02,42475.000000,42525.000000,42100.000000,42100.000000,39373.648438,1003900
2017-03-03,42100.000000,42150.000000,41825.000000,41975.000000,39256.746094,1243500
2017-03-06,41975.000000,42400.000000,41975.000000,42375.000000,39630.835938,906700
2017-03-07,42375.000000,42500.000000,42125.000000,42475.000000,39724.363281,631600
2017-03-08,42350.000000,42475.000000,42300.000000,42425.000000,39677.593750,1137800
2017-03-09,42425.000000,42425.000000,42000.000000,42425.000000,39677.593750,652800
2017-03-10,42500.000000,42500.000000,41850.000000,42300.000000,39560.695313,956700
2017-03-13,42050.000000,42400.000000,42050.000000,42400.000000,39654.222656,508800
2017-03-14,42400.000000,42550.000000,42200.000000,42200.000000,39467.171875,589200
2017-03-15,42225.000000,42400.000000,41875.000000,42175.000000,39443.792969,826000
2017-03-16,42225.000000,43600.000000,42175.000000,43600.000000,40776.507813,1401800
2017-03-17,43600.000000,44200.000000,43000.000000,44000.000000,41150.609375,5077800
2017-03-20,43900.000000,44000.000000,43400.000000,43925.000000,41080.460938,1403600
2017-03-21,43925.000000,43975.000000,43475.000000,43925.000000,41080.460938,2211800
2017-03-22,43425.000000,43425.000000,42525.000000,42850.000000,40075.078125,3587400
2017-03-23,42850.000000,43200.000000,42500.000000,42500.000000,39747.746094,1251700
2017-03-24,42200.000000,43150.000000,42200.000000,43150.000000,40355.652344,1165800
2017-03-27,43350.000000,43500.000000,43100.000000,43350.000000,40542.699219,832700
2017-03-29,43350.000000,44000.000000,43350.000000,43650.000000,40823.269531,2028900
2017-03-30,43700.000000,43800.000000,42750.000000,43700.000000,40870.031250,1175600
2017-03-31,43400.000000,43500.000000,42975.000000,43325.000000,40519.316406,2270900
2017-04-03,43400.000000,43975.000000,43400.000000,43875.000000,41033.699219,2971500
2017-04-04,43875.000000,44275.000000,43425.000000,44275.000000,41407.796875,1605400
2017-04-05,45000.000000,45000.000000,43850.000000,45000.000000,42085.843750,1343100
2017-04-06,45000.000000,45000.000000,44575.000000,45000.000000,42085.843750,1329500
2017-04-07,45000.000000,45400.000000,44900.000000,45100.000000,42179.371094,2048500
2017-04-10,45200.000000,45325.000000,44900.000000,45300.000000,42366.421875,653800
2017-04-11,45400.000000,45500.000000,44900.000000,44900.000000,41992.324219,1139200
2017-04-12,45000.000000,45475.000000,45000.000000,45475.000000,42530.085938,640600
2017-04-13,45500.000000,45500.000000,45025.000000,45325.000000,42389.796875,764000
2017-04-17,45325.000000,45500.000000,45175.000000,45300.000000,42366.421875,1185900
2017-04-18,45300.000000,45350.000000,45150.000000,45300.000000,42366.421875,1623600
2017-04-19,45300.000000,45300.000000,45300.000000,45300.000000,42366.421875,0
2017-04-20,45425.000000,45425.000000,45150.000000,45300.000000,42366.421875,849800
2017-04-21,45300.000000,45600.000000,44500.000000,45525.000000,42576.843750,1210200
2017-04-25,45450.000000,45450.000000,45100.000000,45300.000000,42366.421875,1216000
2017-04-26,44800.000000,45800.000000,44675.000000,45800.000000,42834.035156,2002300
2017-04-27,45775.000000,45800.000000,45225.000000,45750.000000,42787.277344,1966800
2017-04-28,45400.000000,45400.000000,44325.000000,44500.000000,41618.230469,1896100
2017-05-02,44850.000000,45400.000000,44800.000000,45300.000000,42366.421875,2320700
2017-05-03,45300.000000,45425.000000,45100.000000,45100.000000,42179.371094,768900
2017-05-04,45175.000000,45500.000000,45000.000000,45425.000000,42483.328125,2577500
2017-05-05,45550.000000,45850.000000,45375.000000,45475.000000,42530.085938,3640100
2017-05-08,45750.000000,46300.000000,45525.000000,46000.000000,43021.089844,2915400
2017-05-09,46000.000000,46425.000000,46000.000000,46200.000000,43208.136719,2631000
2017-05-10,46200.000000,46450.000000,46100.000000,46350.000000,43348.421875,2916800
2017-05-12,46475.000000,47025.000000,46350.000000,46800.000000,43769.281250,3297000
2017-05-15,46850.000000,48000.000000,46850.000000,48000.000000,44891.566406,3008600
2017-05-16,48000.000000,48575.000000,47375.000000,47800.000000,44704.519531,1505800
2017-05-17,48000.000000,48100.000000,47625.000000,47750.000000,44657.757813,2475800
2017-05-18,47750.000000,47750.000000,46800.000000,47575.000000,44494.093750,2342800
2017-05-19,47325.000000,50025.000000,46850.000000,48750.000000,45593.000000,2398600
2017-05-22,49500.000000,49500.000000,47275.000000,47450.000000,44377.191406,3308800
2017-05-23,47700.000000,48650.000000,47150.000000,48650.000000,45499.480469,2305700
2017-05-24,47550.000000,47925.000000,47250.000000,47725.000000,44634.375000,2250300
2017-05-26,47500.000000,48025.000000,47200.000000,47700.000000,44611.000000,1605800
2017-05-29,47800.000000,47900.000000,47225.000000,47325.000000,44260.281250,810700
2017-05-30,47200.000000,47450.000000,46000.000000,46000.000000,43021.089844,2041800
2017-05-31,46400.000000,47025.000000,46075.000000,46175.000000,43184.753906,4850000
2017-06-01,46175.000000,46175.000000,46175.000000,46175.000000,43184.753906,0
2017-06-02,46250.000000,47025.000000,46250.000000,46900.000000,43862.804688,1388200
2017-06-05,46750.000000,47200.000000,46575.000000,47175.000000,44119.992188,655400
2017-06-06,47150.000000,47250.000000,46800.000000,46825.000000,43792.660156,669200
2017-06-07,46900.000000,47350.000000,46900.000000,47200.000000,44143.378906,939900
2017-06-08,47200.000000,47750.000000,47175.000000,47550.000000,44470.714844,983700
2017-06-09,47300.000000,48100.000000,47100.000000,47550.000000,44470.714844,1126200
2017-06-12,47700.000000,48100.000000,47200.000000,47200.000000,44143.378906,1006200
2017-06-13,47700.000000,47975.000000,47300.000000,47900.000000,44798.046875,610400
2017-06-14,47900.000000,48500.000000,47850.000000,48500.000000,45359.191406,1802500
2017-06-15,48500.000000,48975.000000,48350.000000,48850.000000,45686.523438,886000
2017-06-16,48600.000000,48850.000000,47325.000000,47800.000000,44704.519531,3552900
2017-06-19,47650.000000,47900.000000,47200.000000,47600.000000,44517.468750,1103200
2017-06-20,47775.000000,48425.000000,47500.000000,48250.000000,45125.378906,1028100
2017-06-21,48250.000000,49000.000000,48025.000000,49000.000000,45826.808594,1607300
2017-06-22,49200.000000,49500.000000,48800.000000,48800.000000,45639.757813,1603600
2017-06-23,48800.000000,48800.000000,48800.000000,48800.000000,45639.757813,0
2017-06-26,48800.000000,48800.000000,48800.000000,48800.000000,45639.757813,0
2017-06-27,48800.000000,48800.000000,48800.000000,48800.000000,45639.757813,0
2017-06-28,48800.000000,48800.000000,48800.000000,48800.000000,45639.757813,0
2017-06-29,48800.000000,48800.000000,48800.000000,48800.000000,45639.757813,0
2017-06-30,48800.000000,48800.000000,48800.000000,48800.000000,45639.757813,0
2017-07-03,49500.000000,49525.000000,48650.000000,49450.000000,46247.667969,2845000
2017-07-04,48850.000000,49100.000000,48725.000000,48750.000000,45593.000000,1141300
2017-07-05,49025.000000,49300.000000,48100.000000,48500.000000,45359.191406,1861900
2017-07-06,48125.000000,48950.000000,48050.000000,48900.000000,46171.195313,931300
2017-07-07,48500.000000,48775.000000,47800.000000,48100.000000,45415.843750,897500
2017-07-10,48100.000000,48150.000000,46525.000000,46725.000000,44117.574219,1727700
2017-07-11,47275.000000,47500.000000,46625.000000,47500.000000,44849.324219,1083900
2017-07-12,47500.000000,48500.000000,47250.000000,48300.000000,45604.683594,1224100
2017-07-13,48500.000000,48600.000000,48150.000000,48500.000000,45793.519531,2002600
2017-07-14,48150.000000,48600.000000,47675.000000,48600.000000,45887.941406,768200
2017-07-17,48575.000000,48575.000000,47925.000000,48325.000000,45628.289063,1007300
2017-07-18,48000.000000,48000.000000,47425.000000,47650.000000,44990.953125,1416900
2017-07-19,47650.000000,47650.000000,47175.000000,47500.000000,44849.324219,1853400
2017-07-20,47450.000000,48300.000000,47300.000000,48275.000000,45581.074219,1390300
2017-07-21,48275.000000,48275.000000,47625.000000,47725.000000,45061.765625,692500
2017-07-24,47900.000000,48600.000000,47800.000000,48350.000000,45651.890625,2172300
2017-07-25,48350.000000,48400.000000,48000.000000,48050.000000,45368.628906,1946300
2017-07-26,48300.000000,48400.000000,47750.000000,47750.000000,45085.371094,1681700
2017-07-27,48000.000000,48000.000000,47325.000000,47800.000000,45132.578125,2092200
2017-07-28,47800.000000,48600.000000,47375.000000,48375.000000,45675.496094,1536300
2017-07-31,48100.000000,49550.000000,47700.000000,48950.000000,46218.406250,3564600
2017-08-01,49100.000000,49100.000000,48400.000000,48475.000000,45769.914063,1225000
2017-08-02,48475.000000,48525.000000,48250.000000,48475.000000,45769.914063,1261100
2017-08-03,48250.000000,48300.000000,47675.000000,47700.000000,45038.164063,2793500
2017-08-04,47625.000000,47750.000000,47525.000000,47575.000000,44920.140625,2127800
2017-08-07,47500.000000,47650.000000,46925.000000,47075.000000,44448.035156,2297500
2017-08-08,47225.000000,47525.000000,47200.000000,47425.000000,44778.511719,1481600
2017-08-09,47525.000000,48100.000000,47525.000000,48100.000000,45415.843750,2168400
2017-08-10,47800.000000,48025.000000,47375.000000,48025.000000,45345.023438,903600
2017-08-11,47900.000000,47900.000000,47300.000000,47500.000000,44849.324219,1521800
2017-08-14,47750.000000,48500.000000,47675.000000,48250.000000,45557.468750,992100
2017-08-15,48225.000000,49000.000000,47900.000000,48300.000000,45604.683594,1371500
2017-08-16,48800.000000,49400.000000,48200.000000,49350.000000,46596.085938,2036900
2017-08-17,49350.000000,49350.000000,49350.000000,49350.000000,46596.085938,0
2017-08-18,49200.000000,49500.000000,49150.000000,49475.000000,46714.113281,1582200
2017-08-21,49475.000000,49500.000000,48075.000000,48325.000000,45628.289063,924500
2017-08-22,48400.000000,49300.000000,48400.000000,49275.000000,46525.273438,1763500
2017-08-23,49350.000000,50000.000000,49125.000000,49925.000000,47138.996094,1248800
2017-08-24,49850.000000,49925.000000,48450.000000,49500.000000,46737.714844,1672400
2017-08-25,49700.000000,50475.000000,49050.000000,49950.000000,47162.605469,2209500
2017-08-28,49925.000000,49925.000000,49750.000000,49800.000000,47020.976563,667500
2017-08-29,49925.000000,50550.000000,49775.000000,50500.000000,47681.910156,3045200
2017-08-30,50750.000000,51000.000000,50500.000000,50500.000000,47681.910156,2518500
2017-08-31,51000.000000,51000.000000,50225.000000,50550.000000,47729.125000,1773600
2017-09-01,50550.000000,50550.000000,50550.000000,50550.000000,47729.125000,0
2017-09-04,50550.000000,51200.000000,50550.000000,50975.000000,48130.402344,1592400
2017-09-05,50850.000000,51025.000000,50400.000000,51000.000000,48154.011719,960400
2017-09-06,50500.000000,50725.000000,50400.000000,50600.000000,47776.335938,1567400
2017-09-07,50600.000000,50800.000000,50450.000000,50600.000000,47776.335938,1088100
2017-09-08,50600.000000,50900.000000,50500.000000,50800.000000,47965.175781,1061800
2017-09-11,50600.000000,51000.000000,50525.000000,50525.000000,47705.515625,964200
2017-09-12,50600.000000,51075.000000,50575.000000,50600.000000,47776.335938,1267100
2017-09-13,50600.000000,51400.000000,50600.000000,51200.000000,48342.847656,1048900
2017-09-14,51000.000000,51750.000000,50875.000000,51100.000000,48248.425781,1499400
2017-09-15,51350.000000,51500.000000,50400.000000,50925.000000,48083.199219,2645100
2017-09-18,50925.000000,51175.000000,50075.000000,51000.000000,48154.011719,1020900
2017-09-19,51425.000000,51425.000000,50600.000000,51000.000000,48154.011719,1932200
